titre,prix,categorie,sous_categorie,ville,delegation,date_publication,date_scraping,type_transaction,superficie,chambres,salles_bain,description,images_urls,url
A louer s1 rdc manar1,700,immobilier,appartements,tunis,tunis,,2026-02-15 12:07:04,À Louer,50,2,1,"Krout immo vous propose la location d'un studio s1 rez-de-chaussée situé dans une résidence calme et sécurisée avec place parking privée  près école privée hannibal manar1
Tel  pour plus d'informations 
Frais de visite 30dt","[""https://www.tayara.tn/mediaGateway/resize-image?img=39/39a1c717-dcf8-4df9-b6ea-055ede94ed10&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=54/543c4ad0-8975-4d73-8fb6-523f8f43be9d&w=100""]",https://www.tayara.tn/item/appartements/tunis/tunis/a-louer-s1-rdc-manar1/69615607a00bf1861737c73d/
Appartement s+2 non meublé à louer àKhzeama Ouest,850,immobilier,appartements,sousse,khzema,,2026-02-15 12:07:04,À Louer,115,2,1,"À louer maison S+2 lumineuse et bien entretenue, non meublée, située dans un quartier calme et résidentiel, idéale pour un couple ou une petite famille.

La maison se compose de deux chambres, d’un salon spacieux et lumineux, d’une cuisine et d’une salle de bain. Les pièces bénéficient d’une bonne luminosité naturelle et de finitions soignées.

Elle dispose d’un chauffage central, assurant un confort optimal en toutes saisons.

À l’extérieur, vous profiterez d’une grande terrasse spacieuse, parf","[""https://www.tayara.tn/mediaGateway/resize-image?img=e1/e1222471-7aeb-46e2-ad85-2aef7eb3377b&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=91/91f6f1f0-9323-4eb4-aace-0e8d1a1f8610&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=c7/c70fbfc4-cdd4-4157-b46c-a96b9b397959&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=0c/0c93e100-9b71-4688-b274-6947f26484d0&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=07/07c17729-eda4-49be-b796-78c094806adc&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=ff/ff534230-e96d-45c4-8047-6d8dd301abff&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=c4/c4dad2f7-0a85-4d71-b049-5fa25503190c&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=5b/5b09b5ee-5849-4577-88f9-3da1a171e39d&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=d3/d363c290-b68e-4622-b031-62a1e61f78e7&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=4a/4a331956-4389-45ba-a177-541fb4d37060&w=1000""]",https://www.tayara.tn/item/appartements/sousse/khzema/appartement-s2-non-meubl-louer-khzeama-ouest/696151f70fe2505852620e2c/
Location App S+1 chotrana 1,1500,immobilier,appartements,tunis,l-aouina,,2026-02-15 12:07:05,À Louer,70,1,1,"Un appartement s+1 jamais habité avec place de parking situé dans une résidence gardée, sécurisée.
-Deux mois de cautionnement et un mois de loyer 
-Contact:","[""https://www.tayara.tn/mediaGateway/resize-image?img=59/59978c4c-bcfe-4d92-8e73-80b37a0be689&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=65/6570db35-3886-4ffe-8899-ba815a338ad9&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=e3/e3eaafe6-70e3-4df9-a332-ebdbf3312466&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=dd/dd74cff0-af42-4806-a8b9-c548eb05f26c&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=8f/8fdc3814-769e-4a2b-8565-a3b2915508bb&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=41/411af139-803f-42f8-ae14-72216169d951&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=61/6150cbc1-deab-4fd8-baec-21cdacfcf9f2&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=a2/a285f51e-7d0c-450a-8f9b-d6612b3b7402&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=b2/b2c118d7-4c0d-4311-9c64-2fb7845ccf4b&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=ar/56a14264f733c44ecf1e2d25f251ea23&w=100""]",https://www.tayara.tn/item/appartements/tunis/l-aouina/location-app-s1-chotrana-1/6961496d0fe250585262084a/
Appartement à louer,15000,immobilier,appartements,ariana,ennasr,,2026-02-15 12:07:06,À Louer,120,3,1,"Appartement à louer
Composé de trois chambres, un salon, une salle de bain et un balcon.
Équipé d’un climatiseur, d’une machine à laver et d’une cuisine équipée.
Ascenseur disponible dans l’immeuble.
Situation privilégiée, proche des restaurants, commerces, mosquée, écoles et cliniques.
Convient aussi bien à un logement familial qu’à un cabinet médical, en raison de la présence de nombreux établissements et spécialités médicales dans le quartier.","[""https://www.tayara.tn/mediaGateway/resize-image?img=a7/a74dcbea-1c08-4b31-831e-db8fadac5a79&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=0d/0d86df02-16d3-4456-83a0-82573535f381&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=e8/e8276446-ee4e-4911-9c8d-3838aaec9813&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=c6/c631f9b4-cd21-41d6-aa79-88d6cb18baca&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=7b/7bb84f04-8fa0-4b8d-ae1f-a136903b7c6d&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=d2/d25ac0ff-ad34-456c-806e-74d0ac870d94&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=35/35ba588f-0e43-4ac5-85d1-8adda3ce13d8&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=5d/5d782e6e-c362-47a4-a538-f613108490cd&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=66/666ab2af-aed7-4785-a0fe-c8a51721a142&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=f7/f7eb304a-d7c0-440a-afde-8cb4ce48ccd1&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=db/db585783-4a80-4989-a6dc-8709b617885f&w=1000""]",https://www.tayara.tn/item/appartements/ariana/ennasr/appartement-louer/69614016a00bf1861737b865/
Appartement S3 à louer à Ain Zaghouan nord MAL2200,2400,immobilier,appartements,tunis,ain-zaghouan-nord,,2026-02-15 12:07:07,À Louer,185,3,3,"Contact :  /  La Croisette Immobilière Tunisie vous propose à la location un appartement S+3 occupant le deuxième étage d’une résidence gardée à Ain Zaghouan Nord.
Ce dernier est composé d'un salon donnant sur une terrasse, d'une cuisine aménagée et équipée attenante à un séchoir, d’une chambre de service, d'une salle d'eau invités, d'une suite, de deux chambres à coucher et d'une salle de bain.
L'appartement est équipé de la climatisation et du chauffage central et dispose d’une place de parkin","[""https://www.tayara.tn/mediaGateway/resize-image?img=70/70376730-3657-45e3-b219-c2787e7452b5&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=71/7193cfe0-a022-4336-a468-3890a3687921&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=f4/f4ded472-cb42-458a-a12a-7d6fe658f619&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=86/867fa256-6b21-4829-b8f8-13878879892f&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=d0/d0397fe8-6d8c-4a05-8889-8eeea8448cdd&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=c7/c7d91627-fe3c-4c8f-b63f-9f880090e1c3&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=fc/fc05396d-e0fb-4a51-9ce6-8e16ba28b883&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=5d/5d8c45b8-b8a2-4619-bc50-93c9e1c80e5c&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=9b/9b649cd5-71ab-45bd-a891-4ac5755d9631&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=5c/5c16813e-d008-47c1-87f6-198e3a3d8923&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=a7/a753cf58-b23a-43a3-bbf8-03bf82f739a5.jpg&w=100""]",https://www.tayara.tn/item/appartements/tunis/ain-zaghouan-nord/appartement-s3-louer-ain-zaghouan-nord-mal2200/694e6f568914daae51a1cce5/
Penthouse s4 avec piscine et terrasse à louer aux Jardins de Carthage MAL4154,4800,immobilier,appartements,tunis,jardins-de-carthage,,2026-02-15 12:07:08,À Louer,1,4,4,"Contact :  /  La Croisette Immobilière Tunisie vous propose à la location un penthouse S+4 avec piscine occupant le troisième étage d'une résidence gardée situé aux Jardins de Carthage.
Ce dernier est composé d'un grand salon-salle à manger donnant sur une terrasse avec vue dégagée, d'une cuisine aménagée entièrement équipée attenante à un séchoir, d'une salle d'eau avec douche, d'une chambre à coucher, d'une suite parentale et de deux suites juniors.
L'appartement est du chauffage central et de","[""https://www.tayara.tn/mediaGateway/resize-image?img=dc/dcc4009a-e4f7-4de8-a228-963bf6466077&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=19/19067993-8e65-4905-8905-702325398d67&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=d9/d9615fc9-8705-4d4a-ae0c-3c5b6d8b562f&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=9c/9c3fe87c-f6d1-4bbf-a3df-147d10a698c1&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=eb/eb4d15b1-78ea-458f-b61c-efef19b67b02&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=85/85c2991d-0e65-49b9-8aad-32235273a4ee&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=dc/dc6f5ed8-247a-40ac-94a5-31051f360c2f&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=9b/9b6e4137-ca9d-443b-b603-70f848bd4f0e&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=da/da1826e8-1e9d-49f1-9449-e4dd76404eaf&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=88/88597a5e-2053-44d9-bd26-b7e5a4a3597d&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=52/52eac5d7-494f-41a4-a265-35e8990a26a1&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=a7/a753cf58-b23a-43a3-bbf8-03bf82f739a5.jpg&w=100""]",https://www.tayara.tn/item/appartements/tunis/jardins-de-carthage/penthouse-s4-avec-piscine-et-terrasse-louer-aux-jardins-de-carthage-mal4154/694bb72ccd04d08be7502d0d/
A louer S+2 a Ennkhiket,900,immobilier,appartements,ariana,cite-ennkhilet,,2026-02-15 12:07:09,À Louer,,2,1,"L'agence Bestimmo  met en location un s+2 pour usage bureautique situé a nkhilet route principale au dessus Nour Toys
Tél & WhatsApp","[""https://www.tayara.tn/mediaGateway/resize-image?img=13/135678fd-cf84-4a2c-8f40-385c34d31a08&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=c2/c238d589-e429-4831-ad70-88fbbe36cdf9&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=91/91856cc5-cd78-4e26-b9fe-5fe024027a5d&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=da/dab293ce-97ef-4d82-8db0-0ec3f8118e0a&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=4c/4cde84c6-34c2-42d5-be1b-3a6aa403c5f5&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=2a/2ab3ba39-1d28-4194-9acf-43c9bb01c518&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=15/15391030-a87f-43ce-a210-e57d9838563d&w=100""]",https://www.tayara.tn/item/appartements/ariana/cite-ennkhilet/a-louer-s2-a-ennkhiket/6961358f0fe250585261fa3c/
Appartement s+1 meublé à louer à ennasser 2,1200,immobilier,appartements,ariana,cit-ennasr-2,,2026-02-15 12:07:10,À Louer,50,2,1,"A louer joli appartement s+1 meublé à résidence Asdrubal avenue hedi nouira ennasser 2 cinquième étage avec ascenseur entouré de toutes commodités ( cliniques, pharmacies, magasins, banques ...etc) pour célibataire ou jeune couple travaillant respectueux,  agences et intermédiaires svp s'abstenir,  contacter  ou  .","[""https://www.tayara.tn/mediaGateway/resize-image?img=4e/4e4f4847-6d6b-4279-93e7-32050452b858&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=f9/f9b8dcac-bc2a-4c87-bf1a-82847d59e0e3&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=54/544fbe67-21b1-4914-bb21-0eb6af2310cd&w=1000""]",https://www.tayara.tn/item/appartements/ariana/cit-ennasr-2/appartement-s1-meubl-louer-ennasser-2/69612b9e0fe250585261f4e2/
s+1 vide,650,immobilier,appartements,tunis,centre-ville-lafayette,,2026-02-15 12:07:11,À Louer,,,,"S+1 vide à Louer
Situé au Rue de Palestine, Lafayette
Appartement s+1 au 3 ème étage
📍 Quartier central, proche des commodités et transports
Loyė mensuel 600 dt
frais de visite 20 dt
📞 Contactez-nous dès maintenant !
📲 Numéro","[""https://www.tayara.tn/mediaGateway/resize-image?img=fa/fa03343c-6a91-45e1-8934-73d3fac51b69&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=c4/c4ad0604-e929-46e0-a7f5-527941d35195&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=90/9007fc48-3e74-4fcf-a41e-5d3aee2d492f&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=3e/3e302761-8706-4753-b7cd-d5053bd6657d&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=c7/c7ef6de2-b906-4e00-8400-497f0643401c&w=1000""]",https://www.tayara.tn/item/appartements/tunis/centre-ville-lafayette/s1-vide/696126aa0fe250585261f249/
appartement S+2 a louer,123,immobilier,appartements,monastir,monastir,,2026-02-15 12:07:12,À Louer,75,2,1,Appartement S+2 a eddis près du mosquée elhidaya et du fac des sciences appeler,"[""https://www.tayara.tn/mediaGateway/resize-image?img=68/68c0141c-6aa8-4cc4-8e48-44801366a531&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=12/12f086c9-4296-4ca6-a44d-148ea2bbbf4b&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=6d/6d0bc427-37df-4c9f-871e-4ab378809c0c&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=f0/f0249e38-0f84-4bd4-b27b-9e4d7afbd5f0&w=1000""]",https://www.tayara.tn/item/appartements/monastir/monastir/appartement-s2-a-louer/696125140fe250585261f15d/
Appartement avec garage à louer Rimel Manzel jemil,798,immobilier,appartements,bizerte,menzel-jemil,,2026-02-15 12:07:12,À Louer,100,2,1,"Réf 1942 - EDF immobiliére
 Appartement à louer à rimel manzel jemil 
Salon + 2 chambres + cuisine + salle de bain + Garage 
Loyer : 800 dt 
Pour plus d'informations merci de nous contacter ou bien visiter notre agence située à  Complexe commercial Bizerte centre 58 .","[""https://www.tayara.tn/mediaGateway/resize-image?img=3b/3b97defb-77c4-4a4c-9d02-f7796d26108b&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=40/408afecb-3a2c-43f8-a4c0-0ddc6e4d1eef&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=05/055925d6-d85d-4c12-9bdd-c7bd0649e401&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=45/457316f3-ed3e-46ac-889f-fc80784dd963&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=27/27ed2a49-54f2-425b-9163-815f0e54047e&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=b2/b274b36a-300e-4a18-98cc-74e7aec5f2bf&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=e7/e7ef20f3-d6f2-486f-84a9-6d67f7804f93&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=69/6971d7fb-9091-4516-8e15-8bb0941ee841&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=87/87d47d8b-feaa-4794-83ba-78b04ad734c9&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=38/3804d197-3710-4e83-8fc1-4a00cb20d03a&w=100""]",https://www.tayara.tn/item/appartements/bizerte/menzel-jemil/appartement-avec-garage-louer-rimel-manzel-jemil/68ca7b5607c7711d7c6e999b/
2 Appartements haut standing à louer boukhriss bizerte,1000,immobilier,appartements,bizerte,bizerte-nord,,2026-02-15 12:07:13,À Louer,100,2,1,"Réf 1960 - EDF immobiliére 
A Louer à Boukhriss Bizerte 
2 Appartements Neufs - Haut standing dand une résidance bien sécurisée 
se composée d'un salon + 2 chambres + Cuisine + salle d'eau + salle de bains 
Avec Abris voitures 
Loyer : 1000 dt 
Pour plus d'informations merci de nous contacter / Comploexe commercial Bizerte centre bureau N° 58 .","[""https://www.tayara.tn/mediaGateway/resize-image?img=22/2287f206-130d-4ba8-8a97-31711c49719c&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=d0/d0b0433f-52fa-4bb2-ab46-cfb01af3d7d0&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=1c/1cae56ff-e4d9-4247-8eb1-308081dfa517&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=a1/a1150378-c08c-4406-8aad-3d3b6589ff9b&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=95/95056be8-6626-4320-a7dd-b341f430279c&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=10/1034dcca-72ff-49cd-baa9-8ad81e40f30b&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=93/930a8958-424e-4663-866e-e7f52ffc379f&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=b9/b91feb96-53ff-4eab-80ad-9631295a5f2a&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=0e/0e1b9caa-eaeb-400a-8560-dbd92d6ad983&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=a2/a2d145b8-f283-4d52-a7bf-52b4c61d14b0&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=93/93b8da6e-edd2-4504-8fcc-743ca7c57a38&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=75/75b1184e-3280-40c7-8048-497df6252114&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=38/3804d197-3710-4e83-8fc1-4a00cb20d03a&w=100""]",https://www.tayara.tn/item/appartements/bizerte/bizerte-nord/2-appartements-haut-standing-louer-boukhriss-bizerte/69316979145e1617cbb05f2c/
location appartement meublé sfax,120,immobilier,appartements,sfax,sfax-ville,,2026-02-15 12:07:14,À Louer,50,1,1,"bonjour je loue un appartement meublé haute standing chambre à coucher , séjour cotchinette salle de bain 50 m 2 ascenseur en plein centre  ville","[""https://www.tayara.tn/mediaGateway/resize-image?img=82/823140a3-1d9b-4620-baac-84c3f29a6f86&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=be/be97e2d2-4454-4607-8eba-d5802c8a8368&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=0f/0f176ade-26bd-4063-8a55-04314fe9e8c7&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=fb/fb62539c-467f-4b92-a164-adf877470eac&w=1000""]",https://www.tayara.tn/item/appartements/sfax/sfax-ville/location-appartement-meubl-sfax/69611fa50fe250585261edaf/
A louer appartement s+1 neuf cité el ghazela,1000,immobilier,appartements,ariana,ghazela,,2026-02-15 12:07:15,À Louer,70,2,1,"particulier met en location un appartement s+1 jamais habité, haut standing dans une résidence sécurisée à cité el ghazala à 200 m du technopole. l'appartement est situé au 2eme étage avec ascenseur et se compose d'un salon;salle à mangé; chambre à coucher avec dressing; et une salle de bain. et il est équipé du chauffage central et de deux climatiseurs.
loyer900dt/m+100dt/m frais de syndic
n de téléphone","[""https://www.tayara.tn/mediaGateway/resize-image?img=6a/6a787db1-3ca7-4fe3-9827-36112155956c&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=18/187fb5ca-1b01-4fee-913f-93e6d29cd06c&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=76/76a39259-a5f2-4356-89e8-a53d598e9444&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=21/21258acb-0fa7-4494-9974-bc9447cc0387&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=24/245e5d04-f18c-47d9-878e-0dae0be48f33&w=1000""]",https://www.tayara.tn/item/appartements/ariana/ghazela/a-louer-appartement-s1-neuf-cit-el-ghazela/696111d6a00bf18617379b59/
appartement s1 meublé a ezzahra loulija 29757584,1200,immobilier,appartements,ben-arous,ezzahra,,2026-02-15 12:07:16,À Louer,90,1,1,"Offre de #Location: #appartement S+1 meublé ( longue durée )
📍 Ezzahra loulija
💸Prix : 1200dt 
⏰ : contactez nous pour le visiter gratuitement
📞","[""https://www.tayara.tn/mediaGateway/resize-image?img=b4/b4dc51e0-a5f7-4263-9ea3-9373a044e512&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=fb/fb7f9ca9-b201-4dcc-b83a-97b5bc60feb2&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=3c/3cd667ef-1967-42bf-8c2e-0335bffe58ab&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=14/14fe5f2c-2beb-45a2-98e8-47386b90a7a2&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=4c/4c39e820-0796-4093-b9bc-29c843fbc112&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=15/1544343f-5c8d-40db-ad17-c050a7005a93&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=60/6004ac27-b7f8-4222-a499-e45e32c77ef9.jpg&w=100""]",https://www.tayara.tn/item/appartements/ben-arous/ezzahra/appartement-s1-meubl-a-ezzahra-loulija-29757584/696107800fe250585261ddfe/
appartement s2 a ezzahra 29757584,1200,immobilier,appartements,ben-arous,ezzahra,,2026-02-15 12:07:17,À Louer,100,1,1,"Offre de #Location: #appartement S+2  ( neuf jamais habité )
📍 Ezzahra 
💸Prix : 1200dt ( y compris syndic ) 
⏰ : contactez nous pour le visiter gratuitement
📞","[""https://www.tayara.tn/mediaGateway/resize-image?img=3e/3ecd7c63-93ac-4bf9-b1c4-bd7c25e02308&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=f0/f0e52ab3-9222-49c4-b02b-a7b25d802ddb&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=6b/6b2a05c8-fb74-4063-94ff-39cc4f8ddf58&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=a9/a907fc65-04ee-456b-a469-b9a55d33f000&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=01/0145bb44-79bd-4a5c-9729-33423783f8da&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=60/6004ac27-b7f8-4222-a499-e45e32c77ef9.jpg&w=100""]",https://www.tayara.tn/item/appartements/ben-arous/ezzahra/appartement-s2-a-ezzahra-29757584/69610708a00bf186173794a4/
